t,hip_L.q,abduct_L.q,hip_R.q,abduct_R.q
0.415000,0.575339897,-0.009961515,0.983341295,0.001783975
0.416000,0.573800228,-0.009889688,0.984485806,0.001897561
0.417000,0.572254691,-0.009817606,0.985618211,0.002011318
0.418000,0.570703318,-0.009745270,0.986738502,0.002125240
0.419000,0.569146142,-0.009672683,0.987846671,0.002239318
0.420000,0.567583197,-0.009599845,0.988942710,0.002353548
0.421000,0.566014518,-0.009526759,0.990026615,0.002467920
0.422000,0.564440138,-0.009453427,0.991098378,0.002582430
0.423000,0.562860094,-0.009379851,0.992157994,0.002697068
0.424000,0.561274420,-0.009306033,0.993205460,0.002811829
0.425000,0.559683154,-0.009231974,0.994240771,0.002926706
0.426000,0.558086331,-0.009157677,0.995263923,0.003041691
0.427000,0.556483989,-0.009083144,0.996274915,0.003156777
0.428000,0.554876166,-0.009008376,0.997273743,0.003271958
0.429000,0.553262900,-0.008933375,0.998260406,0.003387227
0.430000,0.551644229,-0.008858145,0.999234903,0.003502576
0.431000,0.550020192,-0.008782686,1.000197234,0.003617998
0.432000,0.548390830,-0.008707001,1.001147399,0.003733486
0.433000,0.546756182,-0.008631092,1.002085398,0.003849034
0.434000,0.545116288,-0.008554961,1.003011234,0.003964634
0.435000,0.543471191,-0.008478610,1.003924907,0.004080280
0.436000,0.541820930,-0.008402042,1.004826421,0.004195963
0.437000,0.540165549,-0.008325258,1.005715778,0.004311678
0.438000,0.538505089,-0.008248260,1.006592983,0.004427417
0.439000,0.536839594,-0.008171052,1.007458039,0.004543173
0.440000,0.535169107,-0.008093635,1.008310952,0.004658940
0.441000,0.533493672,-0.008016011,1.009151727,0.004774709
0.442000,0.531813333,-0.007938183,1.009980370,0.004890475
0.443000,0.530128134,-0.007860153,1.010796887,0.005006229
0.444000,0.528438122,-0.007781923,1.011601286,0.005121966
0.445000,0.526743342,-0.007703496,1.012393575,0.005237678
