t,abduct_L.q,abduct_L.w,abduct_R.q,abduct_R.w,hip_L.q,hip_L.w,hip_R.q,hip_R.w
1.105236935989e+00,7.451417602946e-02,3.279516665626e-01,-7.728599765608e-02,-2.985197275353e-01,-4.812370671316e-02,1.605523495707e+00,-4.770877885793e-02,1.626370379519e+00
1.105827587935e+00,7.470851588750e-02,3.301003707732e-01,-7.746305609746e-02,-3.010158965642e-01,-4.717975458908e-02,1.590782319660e+00,-4.675251468362e-02,1.611625132532e+00
1.106418239880e+00,7.490412194662e-02,3.322391360120e-01,-7.764158606801e-02,-3.035024561574e-01,-4.624451247918e-02,1.576030613317e+00,-4.580496302608e-02,1.596869023153e+00
1.107008891826e+00,7.510098835235e-02,3.343680164483e-01,-7.782158190613e-02,-3.059794544621e-01,-4.531798656398e-02,1.561268509482e+00,-4.486613026110e-02,1.582102187164e+00
1.107599543771e+00,7.529910928229e-02,3.364870664986e-01,-7.800303797873e-02,-3.084469399214e-01,-4.440018294568e-02,1.546496140525e+00,-4.393602268439e-02,1.567324759917e+00
1.108190195717e+00,7.549847894623e-02,3.385963408187e-01,-7.818594868141e-02,-3.109049612664e-01,-4.349110764845e-02,1.531713638385e+00,-4.301464651187e-02,1.552536876336e+00
1.108780847662e+00,7.569909158634e-02,3.406958942953e-01,-7.837030843866e-02,-3.133535675077e-01,-4.259076661861e-02,1.516921134571e+00,-4.210200787986e-02,1.537738670916e+00
1.109371499608e+00,7.590094147725e-02,3.427857820387e-01,-7.855611170398e-02,-3.157928079273e-01,-4.169916572497e-02,1.502118760164e+00,-4.119811284538e-02,1.522930277729e+00
1.109962151553e+00,7.610402292621e-02,3.448660593747e-01,-7.874335296006e-02,-3.182227320706e-01,-4.081631075903e-02,1.487306645820e+00,-4.030296738639e-02,1.508111830421e+00
1.110552803499e+00,7.630833027324e-02,3.469367818365e-01,-7.893202671893e-02,-3.206433897378e-01,-3.994220743524e-02,1.472484921774e+00,-3.941657740203e-02,1.493283462217e+00
1.111143455444e+00,7.651385789117e-02,3.489980051574e-01,-7.912212752211e-02,-3.230548309762e-01,-3.907686139125e-02,1.457653717837e+00,-3.853894871287e-02,1.478445305921e+00
1.111734107390e+00,7.672060018583e-02,3.510497852624e-01,-7.931364994075e-02,-3.254571060719e-01,-3.822027818816e-02,1.442813163404e+00,-3.767008706118e-02,1.463597493918e+00
1.112324759335e+00,7.692855159615e-02,3.530921782611e-01,-7.950658857576e-02,-3.278502655414e-01,-3.737246331077e-02,1.427963387450e+00,-3.680999811115e-02,1.448740158179e+00
1.112915411281e+00,7.713770659424e-02,3.551252404394e-01,-7.970093805798e-02,-3.302343601243e-01,-3.653342216783e-02,1.413104518540e+00,-3.595868744912e-02,1.433873430256e+00
1.113506063226e+00,7.734805968549e-02,3.571490282522e-01,-7.989669304825e-02,-3.326094407743e-01,-3.570316009226e-02,1.398236684823e+00,-3.511616058390e-02,1.418997441290e+00
1.114096715171e+00,7.755960540872e-02,3.591635983156e-01,-8.009384823759e-02,-3.349755586519e-01,-3.488168234141e-02,1.383360014042e+00,-3.428242294691e-02,1.404112322011e+00
1.114687367117e+00,7.777233833619e-02,3.611690073992e-01,-8.029239834728e-02,-3.373327651164e-01,-3.406899409731e-02,1.368474633530e+00,-3.345747989252e-02,1.389218202741e+00
1.115278019062e+00,7.798625307378e-02,3.631653124187e-01,-8.049233812902e-02,-3.396811117172e-01,-3.326510046689e-02,1.353580670218e+00,-3.264133669821e-02,1.374315213393e+00
1.115868671008e+00,7.820134426099e-02,3.651525704282e-01,-8.069366236496e-02,-3.420206501868e-01,-3.247000648223e-02,1.338678250633e+00,-3.183399856488e-02,1.359403483477e+00
1.116459322953e+00,7.841760657108e-02,3.671308386128e-01,-8.089636586792e-02,-3.443514324323e-01,-3.168371710081e-02,1.323767500903e+00,-3.103547061701e-02,1.344483142099e+00
1.117049974899e+00,7.863503471112e-02,3.691001742809e-01,-8.110044348139e-02,-3.466735105277e-01,-3.090623720569e-02,1.308848546760e+00,-3.024575790299e-02,1.329554317965e+00
1.117640626844e+00,7.885362342206e-02,3.710606348568e-01,-8.130589007966e-02,-3.489869367061e-01,-3.013757160583e-02,1.293921513538e+00,-2.946486539527e-02,1.314617139383e+00
1.118231278790e+00,7.907336747880e-02,3.730122778736e-01,-8.151270056794e-02,-3.512917633517e-01,-2.937772503624e-02,1.278986526184e+00,-2.869279799065e-02,1.299671734265e+00
1.118821930735e+00,7.929426169025e-02,3.749551609654e-01,-8.172086988241e-02,-3.535880429923e-01,-2.862670215827e-02,1.264043709252e+00,-2.792956051049e-02,1.284718230127e+00
1.119412582681e+00,7.951630089939e-02,3.768893418602e-01,-8.193039299032e-02,-3.558758282912e-01,-2.788450755979e-02,1.249093186912e+00,-2.717515770094e-02,1.269756754097e+00
1.120003234626e+00,7.973947998333e-02,3.788148783723e-01,-8.214126489005e-02,-3.581551720396e-01,-2.715114575547e-02,1.234135082948e+00,-2.642959423320e-02,1.254787432913e+00
1.120593886572e+00,7.996379385335e-02,3.807318283954e-01,-8.235348061122e-02,-3.604261271491e-01,-2.642662118696e-02,1.219169520764e+00,-2.569287470371e-02,1.239810392923e+00
1.121184538517e+00,8.018923745493e-02,3.826402498951e-01,-8.256703521473e-02,-3.626887466437e-01,-2.571093822315e-02,1.204196623387e+00,-2.496500363438e-02,1.224825760096e+00
1.121775190463e+00,8.041580576782e-02,3.845402009017e-01,-8.278192379280e-02,-3.649430836523e-01,-2.500410116035e-02,1.189216513467e+00,-2.424598547285e-02,1.209833660015e+00
1.122365842408e+00,8.064349380607e-02,3.864317395032e-01,-8.299814146910e-02,-3.671891914012e-01,-2.430611422256e-02,1.174229313281e+00,-2.353582459271e-02,1.194834217886e+00
1.122956494354e+00,8.087229661805e-02,3.883149238379e-01,-8.321568339875e-02,-3.694271232063e-01,-2.361698156165e-02,1.159235144738e+00,-2.283452529367e-02,1.179827558536e+00
1.123547146299e+00,8.110220928646e-02,3.901898120874e-01,-8.343454476837e-02,-3.716569324657e-01,-2.293670725761e-02,1.144234129380e+00,-2.214209180185e-02,1.164813806421e+00
1.124137798244e+00,8.133322692842e-02,3.920564624697e-01,-8.365472079616e-02,-3.738786726521e-01,-2.226529531873e-02,1.129226388383e+00,-2.145852826996e-02,1.149793085623e+00
1.124728450190e+00,8.156534469539e-02,3.939149332320e-01,-8.387620673191e-02,-3.760923973053e-01,-2.160274968184e-02,1.114212042564e+00,-2.078383877752e-02,1.134765519855e+00
1.125319102135e+00,8.179855777330e-02,3.957652826436e-01,-8.409899785708e-02,-3.782981600251e-01,-2.094907421251e-02,1.099191212382e+00,-2.011802733112e-02,1.119731232465e+00
1.125909754081e+00,8.203286138245e-02,3.976075689892e-01,-8.432308948477e-02,-3.804960144631e-01,-2.030427270529e-02,1.084164017941e+00,-1.946109786456e-02,1.104690346436e+00
1.126500406026e+00,8.226825077759e-02,3.994418505617e-01,-8.454847695979e-02,-3.826860143162e-01,-1.966834888387e-02,1.069130578992e+00,-1.881305423913e-02,1.089642984391e+00
1.127091057972e+00,8.250472124792e-02,4.012681856557e-01,-8.477515565869e-02,-3.848682133185e-01,-1.904130640131e-02,1.054091014939e+00,-1.817390024379e-02,1.074589268594e+00
1.127681709917e+00,8.274226811703e-02,4.030866325603e-01,-8.500312098977e-02,-3.870426652346e-01,-1.842314884026e-02,1.039045444839e+00,-1.754363959540e-02,1.059529320954e+00
1.128272361863e+00,8.298088674297e-02,4.048972495522e-01,-8.523236839306e-02,-3.892094238518e-01,-1.781387971314e-02,1.023993987406e+00,-1.692227593891e-02,1.044463263027e+00
1.128863013808e+00,8.322057251819e-02,4.067000948895e-01,-8.546289334041e-02,-3.913685429731e-01,-1.721350246236e-02,1.008936761016e+00,-1.630981284757e-02,1.029391216021e+00
1.129453665754e+00,8.346132086953e-02,4.084952268043e-01,-8.569469133542e-02,-3.935200764099e-01,-1.662202046050e-02,9.938738837066e-01,-1.570625382316e-02,1.014313300793e+00
1.130044317699e+00,8.370312725825e-02,4.102827034965e-01,-8.592775791348e-02,-3.956640779751e-01,-1.603943701053e-02,9.788054731845e-01,-1.511160229616e-02,9.992296378603e-01
1.130634969645e+00,8.394598717995e-02,4.120625831267e-01,-8.616208864177e-02,-3.978006014752e-01,-1.546575534599e-02,9.637316468248e-01,-1.452586162597e-02,9.841403473960e-01
1.131225621590e+00,8.418989616457e-02,4.138349238102e-01,-8.639767911924e-02,-3.999297007041e-01,-1.490097863119e-02,9.486525216764e-01,-1.394903510111e-02,9.690455492362e-01
1.131816273536e+00,8.443484977636e-02,4.155997836095e-01,-8.663452497661e-02,-4.020514294353e-01,-1.434510996139e-02,9.335682144644e-01,-1.338112593943e-02,9.539453628811e-01
1.132406925481e+00,8.468084361385e-02,4.173572205288e-01,-8.687262187636e-02,-4.041658414154e-01,-1.379815236300e-02,9.184788415939e-01,-1.282213728828e-02,9.388399074989e-01
1.132997577427e+00,8.492787330982e-02,4.191072925065e-01,-8.711196551270e-02,-4.062729903565e-01,-1.326010879380e-02,9.033845191528e-01,-1.227207222472e-02,9.237293019281e-01
1.133588229372e+00,8.517593453124e-02,4.208500574097e-01,-8.735255161154e-02,-4.083729299296e-01,-1.273098214306e-02,8.882853629151e-01,-1.173093375572e-02,9.086136646808e-01
1.134178881317e+00,8.542502297924e-02,4.225855730267e-01,-8.759437593050e-02,-4.104657137578e-01,-1.221077523177e-02,8.731814883447e-01,-1.119872481835e-02,8.934931139458e-01
1.134769533263e+00,8.567513438905e-02,4.243138970616e-01,-8.783743425884e-02,-4.125513954088e-01,-1.169949081282e-02,8.580730105982e-01,-1.067544827996e-02,8.783677675917e-01
1.135360185208e+00,8.592626452997e-02,4.260350871274e-01,-8.808172241746e-02,-4.146300283886e-01,-1.119713157116e-02,8.429600445284e-01,-1.016110693837e-02,8.632377431695e-01
1.135950837154e+00,8.617840920529e-02,4.277492007397e-01,-8.832723625881e-02,-4.167016661344e-01,-1.070370012400e-02,8.278427046877e-01,-9.655703522078e-03,8.481031579164e-01
1.136541489099e+00,8.643156425224e-02,4.294562953105e-01,-8.857397166691e-02,-4.187663620078e-01,-1.021919902097e-02,8.127211053316e-01,-9.159240690408e-03,8.329641287581e-01
1.137132141045e+00,8.668572554195e-02,4.311564281420e-01,-8.882192455726e-02,-4.208241692881e-01,-9.743630744310e-03,7.975953604217e-01,-8.671721033723e-03,8.178207723129e-01
1.137722792990e+00,8.694088897932e-02,4.328496564206e-01,-8.907109087682e-02,-4.228751411653e-01,-9.276997709028e-03,7.824655836294e-01,-8.193147073593e-03,8.026732048937e-01
1.138313444936e+00,8.719705050303e-02,4.345360372100e-01,-8.932146660391e-02,-4.249193307339e-01,-8.819302263076e-03,7.673318883395e-01,-7.723521262977e-03,7.875215425123e-01
1.138904096881e+00,8.745420608540e-02,4.362156274459e-01,-8.957304774821e-02,-4.269567909859e-01,-8.370546687522e-03,7.521943876531e-01,-7.262845986400e-03,7.723659008816e-01
1.139494748827e+00,8.771235173237e-02,4.378884839296e-01,-8.982583035064e-02,-4.289875748040e-01,-7.930733196712e-03,7.370531943913e-01,-6.811123560126e-03,7.572063954195e-01
1.140085400772e+00,8.797148348335e-02,4.395546633218e-01,-9.007981048335e-02,-4.310117349553e-01,-7.499863938434e-03,7.219084210988e-01,-6.368356232337e-03,7.420431412516e-01
1.140676052718e+00,8.823159741120e-02,4.412142221366e-01,-9.033498424959e-02,-4.330293240850e-01,-7.077940994085e-03,7.067601800473e-01,-5.934546183296e-03,7.268762532149e-01
1.141266704663e+00,8.849268962211e-02,4.428672167360e-01,-9.059134778369e-02,-4.350403947090e-01,-6.664966378825e-03,6.916085832386e-01,-5.509695525528e-03,7.117058458606e-01
1.141857356609e+00,8.875475625551e-02,4.445137033231e-01,-9.084889725096e-02,-4.370449992083e-01,-6.260942041741e-03,6.764537424087e-01,-5.093806303976e-03,6.965320334575e-01
1.142448008554e+00,8.901779348399e-02,4.461537379372e-01,-9.110762884759e-02,-4.390431898221e-01,-5.865869866000e-03,6.612957690308e-01,-4.686880496175e-03,6.813549299955e-01
1.143038660499e+00,8.928179751316e-02,4.477873764470e-01,-9.136753880059e-02,-4.410350186416e-01,-5.479751669001e-03,6.461347743190e-01,-4.288920012413e-03,6.661746491884e-01
1.143629312445e+00,8.954676458161e-02,4.494146745455e-01,-9.162862336769e-02,-4.430205376034e-01,-5.102589202534e-03,6.309708692318e-01,-3.899926695894e-03,6.509913044776e-01
1.144219964390e+00,8.981269096075e-02,4.510356877438e-01,-9.189087883725e-02,-4.449997984833e-01,-4.734384152923e-03,6.158041644757e-01,-3.519902322894e-03,6.358050090352e-01
1.144810616336e+00,9.007957295474e-02,4.526504713656e-01,-9.215430152817e-02,-4.469728528900e-01,-4.375138141176e-03,6.006347705085e-01,-3.148848602925e-03,6.206158757674e-01
1.145401268281e+00,9.034740690034e-02,4.542590805413e-01,-9.241888778977e-02,-4.489397522587e-01,-4.024852723132e-03,5.854627975431e-01,-2.786767178887e-03,6.054240173176e-01
1.145991920227e+00,9.061618916683e-02,4.558615702024e-01,-9.268463400170e-02,-4.509005478451e-01,-3.683529389605e-03,5.702883555509e-01,-2.433659627226e-03,5.902295460702e-01
1.146582572172e+00,9.088591615586e-02,4.574579950758e-01,-9.295153657384e-02,-4.528552907191e-01,-3.351169566523e-03,5.551115542653e-01,-2.089527458080e-03,5.750325741533e-01
1.147173224118e+00,9.115658430136e-02,4.590484096785e-01,-9.321959194617e-02,-4.548040317586e-01,-3.027774615069e-03,5.399325031854e-01,-1.754372115434e-03,5.598332134426e-01
1.147763876063e+00,9.142819006939e-02,4.606328683118e-01,-9.348879658864e-02,-4.567468216432e-01,-2.713345831818e-03,5.247513115795e-01,-1.428194977269e-03,5.446315755644e-01
1.148354528009e+00,9.170072995801e-02,4.622114250555e-01,-9.375914700112e-02,-4.586837108486e-01,-2.407884448874e-03,5.095680884886e-01,-1.110997355704e-03,5.294277718993e-01
1.148945179954e+00,9.197420049717e-02,4.637841337632e-01,-9.403063971320e-02,-4.606147496402e-01,-2.111391634001e-03,4.943829427301e-01,-8.027804971440e-04,5.142219135851e-01
1.149535831900e+00,9.224859824854e-02,4.653510480561e-01,-9.430327128410e-02,-4.625399880670e-01,-1.823868490755e-03,4.791959829013e-01,-5.035455824195e-04,4.990141115206e-01
1.150126483845e+00,9.252391980542e-02,4.669122213179e-01,-9.457703830254e-02,-4.644594759560e-01,-1.545316058611e-03,4.640073173830e-01,-2.132937269290e-04,4.838044763688e-01
1.150717135791e+00,9.280016179253e-02,4.684677066896e-01,-9.485193738659e-02,-4.663732629059e-01,-1.275735313095e-03,4.488170543430e-01,6.797401922391e-05,4.685931185603e-01
1.151307787736e+00,9.307732086595e-02,4.700175570640e-01,-9.512796518358e-02,-4.682813982814e-01,-1.015127165903e-03,4.336253017397e-01,3.402566710941e-04,4.533801482967e-01
1.151898439682e+00,9.335539371289e-02,4.715618250802e-01,-9.540511836989e-02,-4.701839312074e-01,-7.634924650246e-04,4.184321673261e-01,6.035533087607e-04,4.381656755540e-01
1.152489091627e+00,9.363437705159e-02,4.731005631188e-01,-9.568339365086e-02,-4.720809105629e-01,-5.208319948678e-04,4.032377586527e-01,8.578630771945e-04,4.229498100861e-01
1.153079743572e+00,9.391426763115e-02,4.746338232963e-01,-9.596278776062e-02,-4.739723849755e-01,-2.871464763724e-04,3.880421830714e-01,1.103185186128e-03,4.077326614279e-01
1.153670395518e+00,9.419506223138e-02,4.761616574603e-01,-9.624329746196e-02,-4.758584028154e-01,-6.243656712852e-05,3.728455477395e-01,1.339518909928e-03,3.925143388993e-01
1.154261047463e+00,9.447675766261e-02,4.776841171838e-01,-9.652491954615e-02,-4.777390121899e-01,1.532971385098e-04,3.576479596226e-01,1.566863587468e-03,3.772949516079e-01
1.154851699409e+00,9.475935076558e-02,4.792012537609e-01,-9.680765083278e-02,-4.796142609377e-01,3.600541093126e-04,3.424495254987e-01,1.785218622003e-03,3.620746084530e-01
1.155442351354e+00,9.504283841122e-02,4.807131182008e-01,-9.709148816966e-02,-4.814841966231e-01,5.578338770640e-04,3.272503519614e-01,1.994583481053e-03,3.468534181285e-01
1.156033003300e+00,9.532721750052e-02,4.822197612236e-01,-9.737642843256e-02,-4.833488665304e-01,7.466360364547e-04,3.120505454240e-01,2.194957696274e-03,3.316314891269e-01
1.156623655245e+00,9.561248496432e-02,4.837212332550e-01,-9.766246852513e-02,-4.852083176587e-01,9.264602449763e-04,2.968502121225e-01,2.386340863348e-03,3.164089297423e-01
1.157214307191e+00,9.589863776317e-02,4.852175844211e-01,-9.794960537868e-02,-4.870625967158e-01,1.097306222817e-03,2.816494581199e-01,2.568732641863e-03,3.011858480740e-01
1.157804959136e+00,9.618567288714e-02,4.867088645438e-01,-9.823783595202e-02,-4.889117501132e-01,1.259173752763e-03,2.664483893090e-01,2.742132755198e-03,2.859623520299e-01
1.158395611082e+00,9.647358735562e-02,4.881951231359e-01,-9.852715723129e-02,-4.907558239604e-01,1.412062680096e-03,2.512471114165e-01,2.906540990414e-03,2.707385493297e-01
1.158986263027e+00,9.676237821717e-02,4.896764093962e-01,-9.881756622977e-02,-4.925948640595e-01,1.555972912496e-03,2.360457300067e-01,3.061957198143e-03,2.555145475088e-01
1.159576914973e+00,9.705204254932e-02,4.911527722047e-01,-9.910905998770e-02,-4.944289158999e-01,1.690904419950e-03,2.208443504846e-01,3.208381292477e-03,2.402904539213e-01
1.160167566918e+00,9.734257745834e-02,4.926242601178e-01,-9.940163557209e-02,-4.962580246529e-01,1.816857234656e-03,2.056430780999e-01,3.345813250867e-03,2.250663757436e-01
1.160758218864e+00,9.763398007913e-02,4.940909213637e-01,-9.969529007655e-02,-4.980822351664e-01,1.933831450933e-03,1.904420179501e-01,3.474253114014e-03,2.098424199779e-01
1.161348870809e+00,9.792624757493e-02,4.955528038375e-01,-9.999002062107e-02,-4.999015919596e-01,2.041827225132e-03,1.752412749849e-01,3.593700985773e-03,1.946186934554e-01
1.161939522755e+00,9.821937713722e-02,4.970099550967e-01,-1.002858243518e-01,-5.017161392179e-01,2.140844775550e-03,1.600409540089e-01,3.704157033045e-03,1.793953028398e-01
1.162530174700e+00,9.851336598542e-02,4.984624223568e-01,-1.005826984410e-01,-5.035259207876e-01,2.230884382346e-03,1.448411596856e-01,3.805621485688e-03,1.641723546309e-01
1.163120826645e+00,9.880821136677e-02,4.999102524862e-01,-1.008806400867e-01,-5.053309801706e-01,2.311946387458e-03,1.296419965409e-01,3.898094636414e-03,1.489499551678e-01
1.163711478591e+00,9.910391055607e-02,5.013534920021e-01,-1.011796465123e-01,-5.071313605197e-01,2.384031194522e-03,1.144435689667e-01,3.981576840700e-03,1.337282106324e-01
1.164302130536e+00,9.940046085551e-02,5.027921870658e-01,-1.014797149669e-01,-5.089271046329e-01,2.447139268796e-03,9.924598122426e-02,4.056068516693e-03,1.185072270525e-01
1.164892782482e+00,9.969785959442e-02,5.042263834782e-01,-1.017808427245e-01,-5.107182549492e-01,2.501271137081e-03,8.404933744807e-02,4.121570145120e-03,1.032871103060e-01
1.165483434427e+00,9.999610412908e-02,5.056561266756e-01,-1.020830270844e-01,-5.125048535426e-01,2.546427387649e-03,6.885374164904e-02,4.178082269204e-03,8.806796612333e-02
1.166074086373e+00,1.002951918425e-01,5.070814617252e-01,-1.023862653702e-01,-5.142869421179e-01,2.582608670173e-03,5.365929771823e-02,4.225605494575e-03,7.284990009146e-02
1.166664738318e+00,1.005951201442e-01,5.085024333204e-01,-1.026905549304e-01,-5.160645620054e-01,2.609815695653e-03,3.846610943033e-02,4.264140489184e-03,5.763301765710e-02
1.167255390264e+00,1.008958864700e-01,5.099190857770e-01,-1.029958931377e-01,-5.178377541563e-01,2.628049236350e-03,2.327428044717e-02,4.293687983228e-03,4.241742413006e-02
1.167846042209e+00,1.011974882817e-01,5.113314630287e-01,-1.033022773887e-01,-5.196065591374e-01,2.637310125723e-03,8.083914321241e-03,4.314248769062e-03,2.720322468669e-02
1.168436694155e+00,1.014999230671e-01,5.127396086228e-01,-1.036097051040e-01,-5.213710171267e-01,2.637599258362e-03,-7.104885500834e-03,4.325823701128e-03,1.199052437318e-02
1.169027346100e+00,1.018031883394e-01,5.141435657161e-01,-1.039181737278e-01,-5.231311679082e-01,2.628917589927e-03,-2.229201567478e-02,4.328413695876e-03,-3.220571891029e-03
1.169617998046e+00,1.021072816374e-01,5.155433770704e-01,-1.042276807277e-01,-5.248870508677e-01,2.611266137090e-03,-3.747737295518e-02,4.322019731688e-03,-1.842995930993e-02
1.170208649991e+00,1.024122005249e-01,5.169390850491e-01,-1.045382235944e-01,-5.266387049876e-01,2.584645977477e-03,-5.266085419205e-02,4.306642848813e-03,-3.363753320756e-02
1.170799301937e+00,1.027179425905e-01,5.183307316122e-01,-1.048497998415e-01,-5.283861688424e-01,2.549058249613e-03,-6.784235632732e-02,4.282284149288e-03,-4.884318902470e-02
1.171389953882e+00,1.030245054478e-01,5.197183583128e-01,-1.051624070053e-01,-5.301294805942e-01,2.504504152867e-03,-8.302177639140e-02,4.248944796877e-03,-6.404682231553e-02
1.171980605828e+00,1.033318867344e-01,5.211020062929e-01,-1.054760426446e-01,-5.318686779878e-01,2.450984947403e-03,-9.819901149974e-02,4.206626017002e-03,-7.924832874429e-02
1.172571257773e+00,1.036400841124e-01,5.224817162796e-01,-1.057907043401e-01,-5.336037983465e-01,2.388501954130e-03,-1.133739588494e-01,4.155329096680e-03,-9.444760408199e-02
1.173161909718e+00,1.039490952677e-01,5.238575285808e-01,-1.061063896946e-01,-5.353348785673e-01,2.317056554655e-03,-1.285465157156e-01,4.095055384460e-03,-1.096445442031e-01
1.173752561664e+00,1.042589179099e-01,5.252294830815e-01,-1.064230963327e-01,-5.370619551166e-01,2.236650191236e-03,-1.437165794484e-01,4.025806290364e-03,-1.248390450823e-01
1.174343213609e+00,1.045695497720e-01,5.265976192399e-01,-1.067408219001e-01,-5.387850640255e-01,2.147284366741e-03,-1.588840474690e-01,3.947583285827e-03,-1.400310027910e-01
1.174933865555e+00,1.048809886103e-01,5.279619760834e-01,-1.070595640640e-01,-5.405042408858e-01,2.048960644608e-03,-1.740488172669e-01,3.860387903644e-03,-1.552203134943e-01
1.175524517500e+00,1.051932322039e-01,5.293225922052e-01,-1.073793205121e-01,-5.422195208451e-01,1.941680648801e-03,-1.892107863959e-01,3.764221737911e-03,-1.704068734477e-01
1.176115169446e+00,1.055062783546e-01,5.306795057600e-01,-1.077000889531e-01,-5.439309386030e-01,1.825446063778e-03,-2.043698524712e-01,3.659086443978e-03,-1.855905789937e-01
1.176705821391e+00,1.058201248866e-01,5.320327544604e-01,-1.080218671158e-01,-5.456385284065e-01,1.700258634453e-03,-2.195259131658e-01,3.544983738393e-03,-2.007713265586e-01
1.177296473337e+00,1.061347696462e-01,5.333823755737e-01,-1.083446527492e-01,-5.473423240457e-01,1.566120166163e-03,-2.346788662073e-01,3.421915398858e-03,-2.159490126494e-01
1.177887125282e+00,1.064502105018e-01,5.347284059173e-01,-1.086684436222e-01,-5.490423588497e-01,1.423032524640e-03,-2.498286093743e-01,3.289883264180e-03,-2.311235338504e-01
1.178477777228e+00,1.067664453430e-01,5.360708818561e-01,-1.089932375230e-01,-5.507386656826e-01,1.270997635975e-03,-2.649750404935e-01,3.148889234226e-03,-2.462947868201e-01
1.179068429173e+00,1.070834720812e-01,5.374098392980e-01,-1.093190322594e-01,-5.524312769388e-01,1.110017486598e-03,-2.801180574362e-01,2.998935269883e-03,-2.614626682879e-01
1.179659081119e+00,1.074012886486e-01,5.387453136910e-01,-1.096458256580e-01,-5.541202245396e-01,9.400941232472e-04,-2.952575581148e-01,2.840023393013e-03,-2.766270750511e-01
1.180249733064e+00,1.077198929982e-01,5.400773400192e-01,-1.099736155640e-01,-5.558055399284e-01,7.612296529493e-04,-3.103934404798e-01,2.672155686416e-03,-2.917879039715e-01
1.180840385010e+00,1.080392831036e-01,5.414059527996e-01,-1.103023998414e-01,-5.574872540674e-01,5.734262429958e-04,-3.255256025165e-01,2.495334293793e-03,-3.069450519725e-01
1.181431036955e+00,1.083594569588e-01,5.427311860786e-01,-1.106321763719e-01,-5.591653974331e-01,3.766861209239e-04,-3.406539422416e-01,2.309561419711e-03,-3.220984160356e-01
1.182021688901e+00,1.086804125774e-01,5.440530734286e-01,-1.109629430554e-01,-5.608400000123e-01,1.710115744994e-04,-3.557783577003e-01,2.114839329567e-03,-3.372478931976e-01
1.182612340846e+00,1.090021479929e-01,5.453716479444e-01,-1.112946978091e-01,-5.625110912988e-01,-4.359504829940e-05,-3.708987469626e-01,1.911170349560e-03,-3.523933805473e-01
1.183324436780e+00,1.093910693793e-01,5.469569778313e-01,-1.116959753472e-01,-5.645211497867e-01,-3.141990816193e-04,-3.891225380694e-01,1.653733122211e-03,-3.706474771400e-01
1.184036532713e+00,1.097811179951e-01,5.485375960961e-01,-1.120986824553e-01,-5.665261965604e-01,-5.977780025635e-04,-4.073401504565e-01,1.383299409064e-03,-3.888954448935e-01
1.184748628647e+00,1.101722905048e-01,5.501135579240e-01,-1.125028155820e-01,-5.685262803944e-01,-8.943273477327e-04,-4.255514056147e-01,1.099873638555e-03,-4.071371037365e-01
1.185460724581e+00,1.105645836118e-01,5.516849174577e-01,-1.129083712102e-01,-5.705214489831e-01,-1.203842526619e-03,-4.437561250519e-01,8.034603673214e-04,-4.253722736732e-01
1.186172820515e+00,1.109579940579e-01,5.532517277944e-01,-1.133153458564e-01,-5.725117489344e-01,-1.526318821616e-03,-4.619541302949e-01,4.940642801460e-04,-4.436007747843e-01
1.186884916449e+00,1.113525186220e-01,5.548140409759e-01,-1.137237360698e-01,-5.744972257600e-01,-1.861751388031e-03,-4.801452428781e-01,1.716901899091e-04,-4.618224272165e-01
1.187597012382e+00,1.117481541200e-01,5.563719079810e-01,-1.141335384318e-01,-5.764779238654e-01,-2.210135254088e-03,-4.983292843354e-01,-1.636569624573e-04,-4.800370511749e-01
1.188309108316e+00,1.121448974034e-01,5.579253787174e-01,-1.145447495548e-01,-5.784538865412e-01,-2.571465320920e-03,-5.165060761926e-01,-5.119721080078e-04,-4.982444669148e-01
1.189021204250e+00,1.125427453591e-01,5.594745020140e-01,-1.149573660817e-01,-5.804251559541e-01,-2.945736362566e-03,-5.346754399594e-01,-8.732500498170e-04,-5.164444947346e-01
1.189733300184e+00,1.129416949084e-01,5.610193256137e-01,-1.153713846852e-01,-5.823917731379e-01,-3.332943025954e-03,-5.528371971220e-01,-1.247485463007e-03,-5.346369549682e-01
1.190445396117e+00,1.133417430059e-01,5.625598961655e-01,-1.157868020665e-01,-5.843537779849e-01,-3.733079830880e-03,-5.709911691350e-01,-1.634672894771e-03,-5.528216679774e-01
1.191157492051e+00,1.137428866394e-01,5.640962592177e-01,-1.162036149551e-01,-5.863112092373e-01,-4.146141169986e-03,-5.891371774139e-01,-2.034806764390e-03,-5.709984541446e-01
1.191869587985e+00,1.141451228285e-01,5.656284592101e-01,-1.166218201075e-01,-5.882641044786e-01,-4.572121308730e-03,-6.072750433280e-01,-2.447881363243e-03,-5.891671338655e-01
1.192581683919e+00,1.145484486242e-01,5.671565394674e-01,-1.170414143066e-01,-5.902125001255e-01,-5.011014385345e-03,-6.254045881924e-01,-2.873890854818e-03,-6.073275275418e-01
1.193293779852e+00,1.149528611079e-01,5.686805421917e-01,-1.174623943608e-01,-5.921564314193e-01,-5.462814410804e-03,-6.435256332606e-01,-3.312829274710e-03,-6.254794555736e-01
1.194005875786e+00,1.153583573905e-01,5.702005084562e-01,-1.178847571031e-01,-5.940959324182e-01,-5.927515268769e-03,-6.616379997175e-01,-3.764690530618e-03,-6.436227383527e-01
