t,abduct_L.q,abduct_L.w,abduct_R.q,abduct_R.w,hip_L.q,hip_L.w,hip_R.q,hip_R.w
2.116321778899e-01,1.249676152089e-01,1.235226835806e+00,-1.374309707546e-01,-1.328854269908e+00,-5.308621850400e-01,-4.479217333520e+00,-5.304899809611e-01,-4.472419053784e+00
2.119969711330e-01,1.254185485110e-01,1.237041006914e+00,-1.379160545347e-01,-1.330645538487e+00,-5.324969103800e-01,-4.483258649637e+00,-5.321222263604e-01,-4.476460511677e+00
2.123617643761e-01,1.258701422683e-01,1.238847819861e+00,-1.384017902355e-01,-1.332428463069e+00,-5.341331067079e-01,-4.487282109402e+00,-5.337559428588e-01,-4.480484439329e+00
2.127265576192e-01,1.263223937890e-01,1.240647232629e+00,-1.388881748055e-01,-1.334203001254e+00,-5.357707675071e-01,-4.491287698702e+00,-5.353911240591e-01,-4.484490824057e+00
2.130913508623e-01,1.267753003659e-01,1.242439203278e+00,-1.393752051776e-01,-1.335969110741e+00,-5.374098862563e-01,-4.495275403538e+00,-5.370277635593e-01,-4.488479653271e+00
2.134561441053e-01,1.272288592765e-01,1.244223689952e+00,-1.398628782695e-01,-1.337726749333e+00,-5.390504564286e-01,-4.499245210016e+00,-5.386658549532e-01,-4.492450914480e+00
2.138209373484e-01,1.276830677832e-01,1.246000650878e+00,-1.403511909834e-01,-1.339475874935e+00,-5.406924714923e-01,-4.503197104354e+00,-5.403053918297e-01,-4.496404595290e+00
2.141857305915e-01,1.281379231329e-01,1.247770044370e+00,-1.408401402060e-01,-1.341216445560e+00,-5.423359249108e-01,-4.507131072878e+00,-5.419463677734e-01,-4.500340683401e+00
2.145505238346e-01,1.285934225575e-01,1.249531828830e+00,-1.413297228091e-01,-1.342948419327e+00,-5.439808101424e-01,-4.511047102019e+00,-5.435887763644e-01,-4.504259166611e+00
2.149153170777e-01,1.290495632738e-01,1.251285962748e+00,-1.418199356487e-01,-1.344671754464e+00,-5.456271206404e-01,-4.514945178322e+00,-5.452326111783e-01,-4.508160032812e+00
2.152801103208e-01,1.295063424833e-01,1.253032404705e+00,-1.423107755662e-01,-1.346386409311e+00,-5.472748498533e-01,-4.518825288435e+00,-5.468778657863e-01,-4.512043269992e+00
2.156449035638e-01,1.299637573725e-01,1.254771113378e+00,-1.428022393873e-01,-1.348092342319e+00,-5.489239912248e-01,-4.522687419116e+00,-5.485245337554e-01,-4.515908866231e+00
2.160096968069e-01,1.304218051128e-01,1.256502047534e+00,-1.432943239229e-01,-1.349789512057e+00,-5.505745381937e-01,-4.526531557229e+00,-5.501726086481e-01,-4.519756809706e+00
2.163744900500e-01,1.308804828607e-01,1.258225166039e+00,-1.437870259685e-01,-1.351477877206e+00,-5.522264841940e-01,-4.530357689746e+00,-5.518220840226e-01,-4.523587088687e+00
2.167392832931e-01,1.313397877575e-01,1.259940427857e+00,-1.442803423050e-01,-1.353157396569e+00,-5.538798226551e-01,-4.534165803748e+00,-5.534729534329e-01,-4.527399691538e+00
2.171040765362e-01,1.317997169297e-01,1.261647792050e+00,-1.447742696978e-01,-1.354828029066e+00,-5.555345470016e-01,-4.537955886417e+00,-5.551252104288e-01,-4.531194606716e+00
2.174688697793e-01,1.322602674889e-01,1.263347217783e+00,-1.452688048977e-01,-1.356489733740e+00,-5.571906506535e-01,-4.541727925048e+00,-5.567788485559e-01,-4.534971822769e+00
2.178336630223e-01,1.327214365318e-01,1.265038664323e+00,-1.457639446403e-01,-1.358142469757e+00,-5.588481270261e-01,-4.545481907036e+00,-5.584338613555e-01,-4.538731328340e+00
2.181984562654e-01,1.331832211401e-01,1.266722091043e+00,-1.462596856466e-01,-1.359786196409e+00,-5.605069695302e-01,-4.549217819887e+00,-5.600902423650e-01,-4.542473112162e+00
2.185632495085e-01,1.336456183809e-01,1.268397457422e+00,-1.467560246226e-01,-1.361420873112e+00,-5.621671715721e-01,-4.552935651209e+00,-5.617479851175e-01,-4.546197163061e+00
2.189280427516e-01,1.341086253066e-01,1.270064723046e+00,-1.472529582596e-01,-1.363046459414e+00,-5.638287265535e-01,-4.556635388716e+00,-5.634070831422e-01,-4.549903469953e+00
2.192928359947e-01,1.345722389545e-01,1.271723847612e+00,-1.477504832340e-01,-1.364662914992e+00,-5.654916278716e-01,-4.560317020227e+00,-5.650675299641e-01,-4.553592021847e+00
2.196576292378e-01,1.350364563477e-01,1.273374790930e+00,-1.482485962078e-01,-1.366270199655e+00,-5.671558689194e-01,-4.563980533667e+00,-5.667293191044e-01,-4.557262807838e+00
2.200224224808e-01,1.355012744943e-01,1.275017512920e+00,-1.487472938281e-01,-1.367868273346e+00,-5.688214430852e-01,-4.567625917063e+00,-5.683924440802e-01,-4.560915817117e+00
2.203872157239e-01,1.359666903879e-01,1.276651973620e+00,-1.492465727275e-01,-1.369457096143e+00,-5.704883437533e-01,-4.571253158549e+00,-5.700568984047e-01,-4.564551038959e+00
2.207520089670e-01,1.364327010077e-01,1.278278133184e+00,-1.497464295242e-01,-1.371036628263e+00,-5.721565643034e-01,-4.574862246358e+00,-5.717226755873e-01,-4.568168462731e+00
2.211168022101e-01,1.368993033181e-01,1.279895951883e+00,-1.502468608217e-01,-1.372606830059e+00,-5.738260981110e-01,-4.578453168832e+00,-5.733897691334e-01,-4.571768077889e+00
2.214815954532e-01,1.373664942693e-01,1.281505390110e+00,-1.507478632092e-01,-1.374167662029e+00,-5.754969385475e-01,-4.582025914412e+00,-5.750581725447e-01,-4.575349873977e+00
2.218463886963e-01,1.378342707969e-01,1.283106408377e+00,-1.512494332615e-01,-1.375719084811e+00,-5.771690789799e-01,-4.585580471644e+00,-5.767278793189e-01,-4.578913840625e+00
2.222111819393e-01,1.383026298222e-01,1.284698967324e+00,-1.517515675389e-01,-1.377261059186e+00,-5.788425127713e-01,-4.589116829174e+00,-5.783988829502e-01,-4.582459967553e+00
2.225759751824e-01,1.387715682521e-01,1.286283027712e+00,-1.522542625877e-01,-1.378793546083e+00,-5.805172332803e-01,-4.592634975753e+00,-5.800711769289e-01,-4.585988244568e+00
2.229407684255e-01,1.392410829794e-01,1.287858550431e+00,-1.527575149397e-01,-1.380316506579e+00,-5.821932338618e-01,-4.596134900233e+00,-5.817447547416e-01,-4.589498661562e+00
2.233055616686e-01,1.397111708823e-01,1.289425496498e+00,-1.532613211129e-01,-1.381829901900e+00,-5.838705078665e-01,-4.599616591565e+00,-5.834196098712e-01,-4.592991208514e+00
2.236703549117e-01,1.401818288251e-01,1.290983827061e+00,-1.537656776106e-01,-1.383333693421e+00,-5.855490486409e-01,-4.603080038805e+00,-5.850957357971e-01,-4.596465875488e+00
2.240351481548e-01,1.406530536578e-01,1.292533503401e+00,-1.542705809227e-01,-1.384827842673e+00,-5.872288495279e-01,-4.606525231107e+00,-5.867731259951e-01,-4.599922652636e+00
2.243999413978e-01,1.411248422165e-01,1.294074486931e+00,-1.547760275246e-01,-1.386312311339e+00,-5.889099038661e-01,-4.609952157726e+00,-5.884517739371e-01,-4.603361530193e+00
2.247647346409e-01,1.415971913230e-01,1.295606739198e+00,-1.552820138780e-01,-1.387787061261e+00,-5.905922049905e-01,-4.613360808018e+00,-5.901316730918e-01,-4.606782498477e+00
2.251295278840e-01,1.420700977853e-01,1.297130221890e+00,-1.557885364306e-01,-1.389252054435e+00,-5.922757462320e-01,-4.616751171438e+00,-5.918128169244e-01,-4.610185547892e+00
2.254943211271e-01,1.425435583972e-01,1.298644896829e+00,-1.562955916163e-01,-1.390707253020e+00,-5.939605209178e-01,-4.620123237540e+00,-5.934951988962e-01,-4.613570668926e+00
2.258591143702e-01,1.430175699389e-01,1.300150725980e+00,-1.568031758552e-01,-1.392152619335e+00,-5.956465223713e-01,-4.623476995978e+00,-5.951788124656e-01,-4.616937852149e+00
2.262239076133e-01,1.434921291765e-01,1.301647671449e+00,-1.573112855538e-01,-1.393588115862e+00,-5.973337439120e-01,-4.626812436504e+00,-5.968636510871e-01,-4.620287088215e+00
2.265887008563e-01,1.439672328625e-01,1.303135695485e+00,-1.578199171048e-01,-1.395013705249e+00,-5.990221788560e-01,-4.630129548970e+00,-5.985497082122e-01,-4.623618367857e+00
2.269534940994e-01,1.444428777355e-01,1.304614760481e+00,-1.583290668874e-01,-1.396429350307e+00,-6.007118205154e-01,-4.633428323322e+00,-6.002369772886e-01,-4.626931681894e+00
2.273182873425e-01,1.449190605205e-01,1.306084828981e+00,-1.588387312671e-01,-1.397835014017e+00,-6.024026621987e-01,-4.636708749608e+00,-6.019254517612e-01,-4.630227021223e+00
2.276830805856e-01,1.453957779288e-01,1.307545863672e+00,-1.593489065962e-01,-1.399230659532e+00,-6.040946972109e-01,-4.639970817970e+00,-6.036151250710e-01,-4.633504376824e+00
2.280478738287e-01,1.458730266581e-01,1.308997827396e+00,-1.598595892134e-01,-1.400616250173e+00,-6.057879188535e-01,-4.643214518650e+00,-6.053059906563e-01,-4.636763739756e+00
2.284126670718e-01,1.463508033928e-01,1.310440683141e+00,-1.603707754440e-01,-1.401991749434e+00,-6.074823204242e-01,-4.646439841982e+00,-6.069980419517e-01,-4.640005101160e+00
2.287774603148e-01,1.468291048035e-01,1.311874394054e+00,-1.608824616002e-01,-1.403357120986e+00,-6.091778952173e-01,-4.649646778401e+00,-6.086912723888e-01,-4.643228452253e+00
2.291422535579e-01,1.473079275476e-01,1.313298923434e+00,-1.613946439809e-01,-1.404712328674e+00,-6.108746365237e-01,-4.652835318434e+00,-6.103856753960e-01,-4.646433784335e+00
2.295070468010e-01,1.477872682690e-01,1.314714234735e+00,-1.619073188718e-01,-1.406057336522e+00,-6.125725376308e-01,-4.656005452706e+00,-6.120812443985e-01,-4.649621088781e+00
2.298718400441e-01,1.482671235984e-01,1.316120291573e+00,-1.624204825455e-01,-1.407392108734e+00,-6.142715918227e-01,-4.659157171934e+00,-6.137779728185e-01,-4.652790357047e+00
2.302366332872e-01,1.487474901533e-01,1.317517057720e+00,-1.629341312616e-01,-1.408716609694e+00,-6.159717923799e-01,-4.662290466932e+00,-6.154758540747e-01,-4.655941580664e+00
2.306014265303e-01,1.492283645379e-01,1.318904497111e+00,-1.634482612668e-01,-1.410030803969e+00,-6.176731325797e-01,-4.665405328608e+00,-6.171748815833e-01,-4.659074751243e+00
2.309662197733e-01,1.497097433432e-01,1.320282573844e+00,-1.639628687949e-01,-1.411334656311e+00,-6.193756056963e-01,-4.668501747962e+00,-6.188750487569e-01,-4.662189860469e+00
2.313310130164e-01,1.501916231474e-01,1.321651252182e+00,-1.644779500668e-01,-1.412628131658e+00,-6.210792050002e-01,-4.671579716090e+00,-6.205763490056e-01,-4.665286900104e+00
2.316958062595e-01,1.506740005155e-01,1.323010496551e+00,-1.649935012907e-01,-1.413911195135e+00,-6.227839237591e-01,-4.674639224177e+00,-6.222787757360e-01,-4.668365861986e+00
2.320605995026e-01,1.511568719996e-01,1.324360271549e+00,-1.655095186620e-01,-1.415183812057e+00,-6.244897552373e-01,-4.677680263505e+00,-6.239823223522e-01,-4.671426738030e+00
2.324253927457e-01,1.516402341388e-01,1.325700541940e+00,-1.660259983637e-01,-1.416445947928e+00,-6.261966926958e-01,-4.680702825446e+00,-6.256869822550e-01,-4.674469520222e+00
2.327901859888e-01,1.521240834597e-01,1.327031272660e+00,-1.665429365660e-01,-1.417697568448e+00,-6.279047293927e-01,-4.683706901463e+00,-6.273927488424e-01,-4.677494200625e+00
2.331549792318e-01,1.526084164757e-01,1.328352428817e+00,-1.670603294269e-01,-1.418938639507e+00,-6.296138585830e-01,-4.686692483112e+00,-6.290996155097e-01,-4.680500771374e+00
2.335197724749e-01,1.530932296879e-01,1.329663975693e+00,-1.675781730917e-01,-1.420169127192e+00,-6.313240735184e-01,-4.689659562039e+00,-6.308075756491e-01,-4.683489224681e+00
2.338845657180e-01,1.535785195845e-01,1.330965878746e+00,-1.680964636936e-01,-1.421388997789e+00,-6.330353674478e-01,-4.692608129981e+00,-6.325166226502e-01,-4.686459552825e+00
2.342493589611e-01,1.540642826413e-01,1.332258103610e+00,-1.686151973535e-01,-1.422598217780e+00,-6.347477336170e-01,-4.695538178764e+00,-6.342267498995e-01,-4.689411748163e+00
2.346141522042e-01,1.545505153215e-01,1.333540616098e+00,-1.691343701799e-01,-1.423796753849e+00,-6.364611652690e-01,-4.698449700305e+00,-6.359379507810e-01,-4.692345803121e+00
2.349789454473e-01,1.550372140759e-01,1.334813382203e+00,-1.696539782694e-01,-1.424984572880e+00,-6.381756556436e-01,-4.701342686610e+00,-6.376502186757e-01,-4.695261710196e+00
2.353437386903e-01,1.555243753428e-01,1.336076368101e+00,-1.701740177065e-01,-1.426161641962e+00,-6.398911979778e-01,-4.704217129774e+00,-6.393635469623e-01,-4.698159461957e+00
2.357085319334e-01,1.560119955485e-01,1.337329540148e+00,-1.706944845637e-01,-1.427327928389e+00,-6.416077855058e-01,-4.707073021979e+00,-6.410779290162e-01,-4.701039051043e+00
2.360733251765e-01,1.565000711068e-01,1.338572864887e+00,-1.712153749017e-01,-1.428483399660e+00,-6.433254114590e-01,-4.709910355498e+00,-6.427933582107e-01,-4.703900470163e+00
2.364381184196e-01,1.569885984193e-01,1.339806309047e+00,-1.717366847693e-01,-1.429628023482e+00,-6.450440690658e-01,-4.712729122688e+00,-6.445098279161e-01,-4.706743712096e+00
2.368029116627e-01,1.574775738757e-01,1.341029839544e+00,-1.722584102035e-01,-1.430761767774e+00,-6.467637515520e-01,-4.715529315996e+00,-6.462273315001e-01,-4.709568769690e+00
2.371677049058e-01,1.579669938536e-01,1.342243423483e+00,-1.727805472298e-01,-1.431884600661e+00,-6.484844521407e-01,-4.718310927954e+00,-6.479458623281e-01,-4.712375635859e+00
2.375324981488e-01,1.584568547184e-01,1.343447028160e+00,-1.733030918619e-01,-1.432996490486e+00,-6.502061640521e-01,-4.721073951182e+00,-6.496654137625e-01,-4.715164303589e+00
2.378972913919e-01,1.589471528241e-01,1.344640621063e+00,-1.738260401022e-01,-1.434097405802e+00,-6.519288805038e-01,-4.723818378384e+00,-6.513859791634e-01,-4.717934765929e+00
2.382620846350e-01,1.594378845123e-01,1.345824169875e+00,-1.743493879416e-01,-1.435187315379e+00,-6.536525947109e-01,-4.726544202351e+00,-6.531075518884e-01,-4.720687016000e+00
2.386268778781e-01,1.599290461133e-01,1.346997642471e+00,-1.748731313596e-01,-1.436266188204e+00,-6.553772998856e-01,-4.729251415958e+00,-6.548301252926e-01,-4.723421046985e+00
2.389916711212e-01,1.604206339455e-01,1.348161006924e+00,-1.753972663244e-01,-1.437333993481e+00,-6.571029892379e-01,-4.731940012165e+00,-6.565536927285e-01,-4.726136852136e+00
2.394302699873e-01,1.610122396321e-01,1.349546316495e+00,-1.760279577077e-01,-1.438603141655e+00,-6.591791162525e-01,-4.735147911360e+00,-6.586272817716e-01,-4.729377984041e+00
2.398688688535e-01,1.616044496875e-01,1.350916913334e+00,-1.766592022082e-01,-1.439856193917e+00,-6.612566443412e-01,-4.738328875678e+00,-6.607022865890e-01,-4.732592747938e+00
2.403074677197e-01,1.621972576467e-01,1.352272743053e+00,-1.772909927546e-01,-1.441093097968e+00,-6.633355616879e-01,-4.741482893351e+00,-6.627786956132e-01,-4.735781132461e+00
2.407460665858e-01,1.627906570210e-01,1.353613751794e+00,-1.779233222532e-01,-1.442313802092e+00,-6.654158564713e-01,-4.744609952816e+00,-6.648564972718e-01,-4.738943126399e+00
2.411846654520e-01,1.633846412982e-01,1.354939886068e+00,-1.785561835872e-01,-1.443518254986e+00,-6.674975168649e-01,-4.747710042662e+00,-6.669356799874e-01,-4.742078718663e+00
2.416232643182e-01,1.639792039429e-01,1.356251092816e+00,-1.791895696180e-01,-1.444706405819e+00,-6.695805310376e-01,-4.750783151649e+00,-6.690162321781e-01,-4.745187898292e+00
2.420618631844e-01,1.645743383962e-01,1.357547319409e+00,-1.798234731843e-01,-1.445878204238e+00,-6.716648871531e-01,-4.753829268707e+00,-6.710981422567e-01,-4.748270654456e+00
2.425004620505e-01,1.651700380764e-01,1.358828513661e+00,-1.804578871030e-01,-1.447033600376e+00,-6.737505733703e-01,-4.756848382933e+00,-6.731813986317e-01,-4.751326976451e+00
2.429390609167e-01,1.657662963791e-01,1.360094623823e+00,-1.810928041693e-01,-1.448172544852e+00,-6.758375778436e-01,-4.759840483592e+00,-6.752659897067e-01,-4.754356853705e+00
2.433776597829e-01,1.663631066770e-01,1.361345598594e+00,-1.817282171568e-01,-1.449294988777e+00,-6.779258887225e-01,-4.762805560113e+00,-6.773519038809e-01,-4.757360275768e+00
2.438162586490e-01,1.669604623208e-01,1.362581387121e+00,-1.823641188178e-01,-1.450400883755e+00,-6.800154941519e-01,-4.765743602095e+00,-6.794391295487e-01,-4.760337232317e+00
2.442548575152e-01,1.675583566386e-01,1.363801939002e+00,-1.830005018833e-01,-1.451490181887e+00,-6.821063822722e-01,-4.768654599296e+00,-6.815276551001e-01,-4.763287713152e+00
2.446934563814e-01,1.681567829367e-01,1.365007204291e+00,-1.836373590637e-01,-1.452562835776e+00,-6.841985412196e-01,-4.771538541640e+00,-6.836174689208e-01,-4.766211708197e+00
2.451320552475e-01,1.687557344996e-01,1.366197133500e+00,-1.842746830486e-01,-1.453618798529e+00,-6.862919591254e-01,-4.774395419210e+00,-6.857085593919e-01,-4.769109207495e+00
2.455706541137e-01,1.693552045902e-01,1.367371677604e+00,-1.849124665070e-01,-1.454658023762e+00,-6.883866241171e-01,-4.777225222252e+00,-6.878009148902e-01,-4.771980201211e+00
2.460092529799e-01,1.699551864499e-01,1.368530788043e+00,-1.855507020878e-01,-1.455680465598e+00,-6.904825243177e-01,-4.780027941172e+00,-6.898945237884e-01,-4.774824679628e+00
2.464478518460e-01,1.705556732989e-01,1.369674416724e+00,-1.861893824199e-01,-1.456686078678e+00,-6.925796478461e-01,-4.782803566531e+00,-6.919893744546e-01,-4.777642633148e+00
2.468864507122e-01,1.711566583367e-01,1.370802516028e+00,-1.868285001123e-01,-1.457674818159e+00,-6.946779828169e-01,-4.785552089051e+00,-6.940854552531e-01,-4.780434052288e+00
2.473250495784e-01,1.717581347416e-01,1.371915038810e+00,-1.874680477547e-01,-1.458646639717e+00,-6.967775173409e-01,-4.788273499607e+00,-6.961827545439e-01,-4.783198927682e+00
2.477636484446e-01,1.723600956715e-01,1.373011938404e+00,-1.881080179173e-01,-1.459601499555e+00,-6.988782395249e-01,-4.790967789232e+00,-6.982812606828e-01,-4.785937250076e+00
2.482022473107e-01,1.729625342641e-01,1.374093168624e+00,-1.887484031511e-01,-1.460539354400e+00,-7.009801374718e-01,-4.793634949112e+00,-7.003809620217e-01,-4.788649010332e+00
2.486408461769e-01,1.735654436367e-01,1.375158683769e+00,-1.893891959884e-01,-1.461460161510e+00,-7.030831992805e-01,-4.796274970585e+00,-7.024818469086e-01,-4.791334199422e+00
2.490794450431e-01,1.741688168869e-01,1.376208438626e+00,-1.900303889429e-01,-1.462363878677e+00,-7.051874130464e-01,-4.798887845140e+00,-7.045839036873e-01,-4.793992808428e+00
2.495180439092e-01,1.747726470923e-01,1.377242388475e+00,-1.906719745097e-01,-1.463250464227e+00,-7.072927668609e-01,-4.801473564420e+00,-7.066871206980e-01,-4.796624828545e+00
2.499566427754e-01,1.753769273112e-01,1.378260489085e+00,-1.913139451659e-01,-1.464119877027e+00,-7.093992488120e-01,-4.804032120215e+00,-7.087914862769e-01,-4.799230251072e+00
2.503952416416e-01,1.759816505826e-01,1.379262696727e+00,-1.919562933708e-01,-1.464972076485e+00,-7.115068469841e-01,-4.806563504464e+00,-7.108969887565e-01,-4.801809067418e+00
2.508338405077e-01,1.765868099263e-01,1.380248968167e+00,-1.925990115657e-01,-1.465807022555e+00,-7.136155494581e-01,-4.809067709253e+00,-7.130036164654e-01,-4.804361269098e+00
2.512724393739e-01,1.771923983434e-01,1.381219260678e+00,-1.932420921747e-01,-1.466624675739e+00,-7.157253443112e-01,-4.811544726815e+00,-7.151113577287e-01,-4.806886847731e+00
2.517110382401e-01,1.777984088162e-01,1.382173532038e+00,-1.938855276046e-01,-1.467424997090e+00,-7.178362196176e-01,-4.813994549527e+00,-7.172202008676e-01,-4.809385795042e+00
2.521496371063e-01,1.784048343088e-01,1.383111740530e+00,-1.945293102453e-01,-1.468207948213e+00,-7.199481634481e-01,-4.816417169913e+00,-7.193301342000e-01,-4.811858102855e+00
2.525882359724e-01,1.790116677669e-01,1.384033844955e+00,-1.951734324698e-01,-1.468973491272e+00,-7.220611638700e-01,-4.818812580637e+00,-7.214411460400e-01,-4.814303763100e+00
2.530268348386e-01,1.796189021185e-01,1.384939804622e+00,-1.958178866349e-01,-1.469721588989e+00,-7.241752089478e-01,-4.821180774505e+00,-7.235532246983e-01,-4.816722767805e+00
2.534654337048e-01,1.802265302736e-01,1.385829579362e+00,-1.964626650810e-01,-1.470452204648e+00,-7.262902867424e-01,-4.823521744466e+00,-7.256663584820e-01,-4.819115109098e+00
2.539040325709e-01,1.808345451249e-01,1.386703129524e+00,-1.971077601326e-01,-1.471165302100e+00,-7.284063853122e-01,-4.825835483608e+00,-7.277805356949e-01,-4.821480779205e+00
2.543426314371e-01,1.814429395477e-01,1.387560415979e+00,-1.977531640984e-01,-1.471860845762e+00,-7.305234927121e-01,-4.828121985157e+00,-7.298957446373e-01,-4.823819770450e+00
2.547812303033e-01,1.820517064002e-01,1.388401400127e+00,-1.983988692716e-01,-1.472538800621e+00,-7.326415969944e-01,-4.830381242476e+00,-7.320119736064e-01,-4.826132075252e+00
2.552198291694e-01,1.826608385240e-01,1.389226043893e+00,-1.990448679303e-01,-1.473199132237e+00,-7.347606862083e-01,-4.832613249067e+00,-7.341292108957e-01,-4.828417686129e+00
2.556584280356e-01,1.832703287439e-01,1.390034309734e+00,-1.996911523375e-01,-1.473841806747e+00,-7.368807484003e-01,-4.834817998565e+00,-7.362474447959e-01,-4.830676595687e+00
2.560970269018e-01,1.838801698686e-01,1.390826160642e+00,-2.003377147415e-01,-1.474466790864e+00,-7.390017716141e-01,-4.836995484742e+00,-7.383666635940e-01,-4.832908796631e+00
2.565356257679e-01,1.844903546903e-01,1.391601560141e+00,-2.009845473762e-01,-1.475074051884e+00,-7.411237438906e-01,-4.839145701502e+00,-7.404868555741e-01,-4.835114281754e+00
2.569742246341e-01,1.851008759858e-01,1.392360472300e+00,-2.016316424612e-01,-1.475663557684e+00,-7.432466532684e-01,-4.841268642881e+00,-7.426080090172e-01,-4.837293043943e+00
2.574128235003e-01,1.857117265158e-01,1.393102861723e+00,-2.022789922021e-01,-1.476235276728e+00,-7.453704877831e-01,-4.843364303048e+00,-7.447301122010e-01,-4.839445076171e+00
2.578514223665e-01,1.863228990259e-01,1.393828693563e+00,-2.029265887909e-01,-1.476789178067e+00,-7.474952354679e-01,-4.845432676300e+00,-7.468531534004e-01,-4.841570371505e+00
2.582900212326e-01,1.869343862465e-01,1.394537933517e+00,-2.035744244061e-01,-1.477325231343e+00,-7.496208843537e-01,-4.847473757066e+00,-7.489771208870e-01,-4.843668923096e+00
2.587286200988e-01,1.875461808929e-01,1.395230547829e+00,-2.042224912132e-01,-1.477843406791e+00,-7.517474224688e-01,-4.849487539901e+00,-7.511020029296e-01,-4.845740724184e+00
2.591672189650e-01,1.881582756659e-01,1.395906503298e+00,-2.048707813643e-01,-1.478343675240e+00,-7.538748378391e-01,-4.851474019489e+00,-7.532277877939e-01,-4.847785768096e+00
2.596058178311e-01,1.887706632517e-01,1.396565767273e+00,-2.055192869994e-01,-1.478826008118e+00,-7.560031184884e-01,-4.853433190640e+00,-7.553544637429e-01,-4.849804048241e+00
2.600444166973e-01,1.893833363225e-01,1.397208307662e+00,-2.061680002458e-01,-1.479290377452e+00,-7.581322524382e-01,-4.855365048289e+00,-7.574820190366e-01,-4.851795558114e+00
2.604830155635e-01,1.899962875364e-01,1.397834092928e+00,-2.068169132186e-01,-1.479736755869e+00,-7.602622277075e-01,-4.857269587495e+00,-7.596104419322e-01,-4.853760291294e+00
2.609216144296e-01,1.906095095378e-01,1.398443092096e+00,-2.074660180212e-01,-1.480165116602e+00,-7.623930323137e-01,-4.859146803440e+00,-7.617397206840e-01,-4.855698241441e+00
2.613602132958e-01,1.912229949577e-01,1.399035274755e+00,-2.081153067454e-01,-1.480575433490e+00,-7.645246542716e-01,-4.860996691431e+00,-7.638698435436e-01,-4.857609402297e+00
2.617988121620e-01,1.918367364139e-01,1.399610611056e+00,-2.087647714714e-01,-1.480967680980e+00,-7.666570815943e-01,-4.862819246893e+00,-7.660007987600e-01,-4.859493767683e+00
2.622374110281e-01,1.924507265111e-01,1.400169071719e+00,-2.094144042687e-01,-1.481341834129e+00,-7.687903022928e-01,-4.864614465374e+00,-7.681325745794e-01,-4.861351331502e+00
2.626760098943e-01,1.930649578414e-01,1.400710628033e+00,-2.100641971957e-01,-1.481697868606e+00,-7.709243043761e-01,-4.866382342541e+00,-7.702651592452e-01,-4.863182087735e+00
2.631146087605e-01,1.936794229844e-01,1.401235251857e+00,-2.107141423005e-01,-1.482035760695e+00,-7.730590758515e-01,-4.868122874177e+00,-7.723985409985e-01,-4.864986030438e+00
2.635532076267e-01,1.942941145075e-01,1.401742915625e+00,-2.113642316206e-01,-1.482355487297e+00,-7.751946047243e-01,-4.869836056187e+00,-7.745327080775e-01,-4.866763153748e+00
2.639918064928e-01,1.949090249660e-01,1.402233592345e+00,-2.120144571838e-01,-1.482657025928e+00,-7.773308789982e-01,-4.871521884589e+00,-7.766676487180e-01,-4.868513451875e+00
2.644304053590e-01,1.955241469038e-01,1.402707255603e+00,-2.126648110082e-01,-1.482940354727e+00,-7.794678866751e-01,-4.873180355520e+00,-7.788033511533e-01,-4.870236919106e+00
2.648690042252e-01,1.961394728531e-01,1.403163879564e+00,-2.133152851021e-01,-1.483205452455e+00,-7.816056157551e-01,-4.874811465228e+00,-7.809398036142e-01,-4.871933549802e+00
2.653076030913e-01,1.967549953348e-01,1.403603438973e+00,-2.139658714651e-01,-1.483452298494e+00,-7.837440542368e-01,-4.876415210079e+00,-7.830769943289e-01,-4.873603338398e+00
2.657462019575e-01,1.973707068592e-01,1.404025909161e+00,-2.146165620874e-01,-1.483680872853e+00,-7.858831901174e-01,-4.877991586550e+00,-7.852149115233e-01,-4.875246279401e+00
2.661848008237e-01,1.979865999256e-01,1.404431266042e+00,-2.152673489510e-01,-1.483891156169e+00,-7.880230113923e-01,-4.879540591230e+00,-7.873535434209e-01,-4.876862367390e+00
2.666233996898e-01,1.986026670229e-01,1.404819486115e+00,-2.159182240293e-01,-1.484083129707e+00,-7.901635060556e-01,-4.881062220820e+00,-7.894928782429e-01,-4.878451597016e+00
2.670619985560e-01,1.992189006300e-01,1.405190546470e+00,-2.165691792877e-01,-1.484256775361e+00,-7.923046620998e-01,-4.882556472131e+00,-7.916329042080e-01,-4.880013963000e+00
2.675005974222e-01,1.998352932158e-01,1.405544424787e+00,-2.172202066838e-01,-1.484412075659e+00,-7.944464675162e-01,-4.884023342086e+00,-7.937736095327e-01,-4.881549460133e+00
2.679391962884e-01,2.004518372394e-01,1.405881099336e+00,-2.178712981675e-01,-1.484549013761e+00,-7.965889102948e-01,-4.885462827713e+00,-7.959149824312e-01,-4.883058083277e+00
2.683777951545e-01,2.010685251506e-01,1.406200548983e+00,-2.185224456818e-01,-1.484667573464e+00,-7.987319784241e-01,-4.886874926150e+00,-7.980570111156e-01,-4.884539827358e+00
2.688163940207e-01,2.016853493902e-01,1.406502753187e+00,-2.191736411624e-01,-1.484767739199e+00,-8.008756598916e-01,-4.888259634643e+00,-8.001996837956e-01,-4.885994687373e+00
2.692549928869e-01,2.023023023900e-01,1.406787692004e+00,-2.198248765386e-01,-1.484849496036e+00,-8.030199426835e-01,-4.889616950543e+00,-8.023429886789e-01,-4.887422658385e+00
